"SHIP","SURVEY","EVENT_ID","STATION","GEAR","PARTITION","EQ_TIME","EQ_LATITUDE","EQ_LONGITUDE","HB_TIME","HB_LATITUDE","HB_LONGITUDE","HEAD_ROPE_DEPTH","NET_HEIGHT","HEAD_ROPE_TEMP","DOORSOUT","DO_LATITUDE","DO_LONGITUDE","AVG_NET_VERT_OPENING","AVG_NET_HORI_OPENING","AVG_HEAD_ROPE_DEPTH","AVG_TRAWL_WIRE_OUT","BOTTOM_DEPTH_END","BOTTOM_DEPTH_START","EVENT_TYPE","PERFORMANCE_CODE","COMMENTS"
135,202101,193,"49","3m Beam Trawl","Codend","09152021 16:07:21.006",64.7527,-167.2543,"09152021 16:12:25.799",64.7544,-167.2569,,,,"",,,,,,,28,28,3,0,""
135,202101,168,"42","CTD","Codend","09132021 16:02:02.560",64.0004,-166.9984,"",,,,,,"",,,,,,,,,51,0,""
135,202101,72,"18","CTD","Codend","09052021 00:33:35.412",61.4995,-167.9984,"",,,,,,"",,,,,,,,,51,0,""
135,202101,6,"2","Bongo/FastCat","Codend","08202017 20:28:27.147",60.0024,-169.0018,"",,,,,,"",,,,,,,41,41,11,0,""
135,202101,86,"21","CanTrawl","Codend","09062021 01:38:53.513",61.9996,-168.0545,"09062021 02:09:19.368",62.0002,-168.1289,,20.39,,"",,,20.39,50.02,,330,28,27,50,0,""
135,202101,177,"44","Bongo/FastCat","Codend","09142021 01:48:27.875",64.0998,-164.4936,"",,,,,,"",,,,,,,19,19,11,0,""
135,202101,151,"37","CanTrawl","Codend","09112021 17:06:56.094",65.389,-167.9904,"09112021 17:37:21.856",65.3732,-167.951,,23.58,,"",,,23.58,49.22,,330,38,38,50,0,""
135,202101,31,"8","CTD","Codend","09012021 20:17:53.075",60.4995,-168.0016,"",,,,,,"",,,,,,,,,51,0,""
135,202101,200,"53","CTD","Codend","09152021 22:24:54.580",64.3679,-166.653,"",,,,,,"",,,,,,,,,51,0,""
135,202101,75,"18","CanTrawl","Codend","09052021 01:20:27.494",61.5022,-167.9813,"09052021 01:50:53.303",61.5039,-167.9092,,19.62,,"",,,19.62,51.76,,330,28,28,50,0,""
135,202101,159,"39","CanTrawl","Codend","09122021 16:49:57.952",64.503,-167.0381,"09122021 17:20:23.695",64.5025,-167.1279,,21.5,,"",,,21.5,50.57,,330,27,27,50,0,""
135,202101,5,"2","Benthic Grab","Codend","08202017 20:21:41.323",60.0028,-169.0036,"",,,,,,"",,,,,,,41,41,56,0,""
135,202101,118,"29","3m Beam Trawl","Codend","09082021 20:33:40.222",62.4934,-166.9938,"09082021 20:38:44.921",62.4919,-166.9934,,,,"",,,,,,,33,33,3,0,""
135,202101,148,"37","CTD","Codend","09112021 16:04:01.087",65.4008,-168.0023,"",,,,,,"",,,,,,,,,51,0,""
135,202101,11,"3","3m Beam Trawl","Codend","08212017 00:54:32.968",59.9998,-169.9779,"08212017 00:59:39.149",59.9996,-169.9727,,,,"",,,,,,,55,55,3,0,""
135,202101,186,"46","Bongo/FastCat","Codend","09142021 20:39:15.890",64.1018,-162.4991,"",,,,,,"",,,,,,,20,20,11,0,""
135,202101,77,"19","Bongo/FastCat","Codend","09052021 16:17:02.759",61.4983,-166.9996,"",,,,,,"",,,,,,,21,21,11,0,"depth is too shallow, CTD profile is not accurate"
135,202101,129,"32","Bongo/FastCat","Codend","09092021 20:28:53.880",63.4988,-165.9959,"",,,,,,"",,,,,,,24,24,11,0,""
135,202101,74,"18","3m Beam Trawl","Codend","09052021 00:51:30.406",61.5054,-168.0099,"09052021 00:56:35.214",61.5068,-168.0126,,,,"",,,,,,,28,28,3,0,""
135,202101,162,"40","3m Beam Trawl","Codend","09122021 20:12:49.849",64.5023,-167.9938,"09122021 20:17:54.533",64.5026,-167.9905,,,,"",,,,,,,35,35,3,0,""
135,202101,195,"50","3m Beam Trawl","Codend","09152021 18:14:11.070",64.501,-167.5048,"09152021 18:19:15.832",64.5028,-167.5063,,,,"",,,,,,,30,30,3,0,""
135,202101,155,"38","CanTrawl","Codend","09112021 21:43:32.697",64.9996,-167.4955,"09112021 22:13:58.443",64.9732,-167.484,,21.04,,"",,,21.04,49.47,,330,26,26,50,0,""
135,202101,130,"32","3m Beam Trawl","Codend","09092021 20:36:30.106",63.497,-165.9911,"09092021 20:41:34.852",63.4961,-165.9874,,,,"",,,,,,,24,24,3,0,""
135,202101,102,"25","3m Beam Trawl","Codend","09072021 16:24:47.626",62.4958,-171.0083,"09072021 16:29:52.372",62.4943,-171.0102,,,,"",,,,,,,44,44,3,0,""
135,202101,179,"44","CanTrawl","Codend","09142021 02:26:42.878",64.1026,-164.4292,"09142021 02:57:12.680",64.1026,-164.3456,,17.58,,"",,,17.58,51.51,,330,19,19,50,0,""
135,202101,44,"10","CanTrawl","Codend","09022021 17:00:11.773",61.0072,-167.0247,"09022021 17:30:37.472",61.0017,-167.0956,,18.32,,"",,,18.32,50.73,,330,22,22,50,0,""
135,202101,131,"32","CanTrawl","Codend","09092021 21:09:37.904",63.4962,-166.0308,"09092021 21:40:02.830",63.4953,-166.1111,,18.65,,"09092021 21:04:19.710",63.4975,-166.0134,18.65,51.8,,330,24,24,50,0,""
135,202101,79,"19","CanTrawl","Codend","09052021 17:01:39.497",61.5021,-167.0204,"09052021 17:33:55.936",61.5273,-167.0638,,19.2,,"09052021 16:46:53.432",61.4926,-167.0028,19.2,48.35,,330,21,21,50,0,""
135,202101,134,"33","3m Beam Trawl","Codend","09102021 00:42:16.015",63.4997,-166.9907,"09102021 00:47:20.808",63.4993,-166.986,,,,"",,,,,,,27,27,3,0,""
135,202101,51,"12","Bongo/FastCat","Codend","09032021 00:36:19.801",61.0032,-169.0016,"",,,,,,"",,,,,,,37,37,11,0,""
135,202101,107,"26","CanTrawl","Codend","09072021 21:15:33.491",62.4966,-169.9147,"09072021 21:45:58.557",62.5036,-169.8267,,20.8,,"09072021 21:08:38.937",62.4945,-169.9375,20.8,45.89,,330,36,36,50,0,""
135,202101,147,"36","CanTrawl","Codend","09112021 02:36:09.758",64.5086,-168.9713,"09112021 03:06:35.504",64.5376,-168.9255,,18.65,,"",,,18.65,43.85,,330,41,41,50,0,""
135,202101,81,"20","Bongo/FastCat","Codend","09052021 21:10:05.248",61.9992,-167.0046,"",,,,,,"",,,,,,,29,29,11,0,""
135,202101,150,"37","3m Beam Trawl","Codend","09112021 16:26:47.444",65.399,-168.0061,"09112021 16:36:56.796",65.3975,-168.0065,,,,"",,,,,,,38,38,3,0,"net not on bottom.  Towed for an additional 5 min after slack was taken up on line.  Estimated 5 min for tow time."
135,202101,104,"26","CTD","Codend","09072021 20:24:38.304",62.4999,-169.9952,"",,,,,,"",,,,,,,,,51,0,""
135,202101,35,"8","CanTrawl","Codend","09012021 20:48:07.153",60.5041,-167.9788,"09012021 21:18:32.930",60.5056,-167.9142,,17.05,,"",,,17.05,51.75,,330,29,29,50,0,""
135,202101,66,"16","Bongo/FastCat","Codend","09042021 16:13:26.814",61.501,-170.0018,"",,,,,,"",,,,,,,45,45,11,0,""
135,202101,76,"19","CTD","Codend","09052021 16:08:46.898",61.5018,-166.9989,"",,,,,,"",,,,,,,,,51,0,""
135,202101,140,"35","CTD","Codend","09102021 21:19:52.199",64.0006,-169.0008,"",,,,,,"",,,,,,,,,51,0,""
135,202101,64,"15","CanTrawl","Codend","09042021 03:00:53.872",61.5111,-171.0118,"09042021 03:31:19.712",61.5447,-171.0168,,22.65,,"",,,22.65,48.75,,330,51,50,50,0,""
135,202101,116,"29","CTD","Codend","09082021 20:16:41.371",62.4995,-166.9961,"",,,,,,"",,,,,,,,,51,0,""
135,202101,139,"34","CanTrawl","Codend","09102021 16:50:01.085",63.5088,-168.062,"09102021 17:20:28.000",63.5353,-168.1188,,20.95,,"",,,20.95,49.3,,330,32,32,50,0,""
135,202101,28,"7","Benthic Grab","Codend","09012021 16:07:06.455",60.5009,-169.0021,"",,,,,,"",,,,,,,38,38,56,0,""
135,202101,61,"15","Bongo/FastCat","Codend","09042021 01:41:11.742",61.5034,-171.0105,"",,,,,,"",,,,,,,50,50,11,0,""
135,202101,67,"16","3m Beam Trawl","Codend","09042021 16:24:26.551",61.5055,-170.007,"09042021 16:29:29.815",61.5072,-170.0092,,,,"",,,,,,,45,45,3,0,""
135,202101,178,"44","3m Beam Trawl","Codend","09142021 01:54:40.761",64.1,-164.4873,"09142021 01:59:45.523",64.1001,-164.4826,,,,"",,,,,,,19,19,3,0,""
135,202101,91,"23","CTD","Codend","09062021 20:40:32.158",62.0002,-169.9995,"",,,,,,"",,,,,,,,,51,0,""
135,202101,83,"21","CTD","Codend","09062021 00:49:30.595",62.0007,-168.0014,"",,,,,,"",,,,,,,,,51,0,""
135,202101,23,"6","Benthic Grab","Codend","09012021 01:05:23.788",60.5013,-170.0002,"",,,,,,"",,,,,,,50,50,56,0,""
135,202101,127,"31","CanTrawl","Codend","09092021 16:50:41.030",63.016,-166.006,"09092021 17:21:06.433",63.0528,-166.0044,,16.46,,"09092021 16:44:54.851",63.0071,-166.0042,16.46,52.13,,330,21,21,50,0,""
135,202101,122,"30","3m Beam Trawl","Codend","09092021 00:59:59.159",62.9962,-166.9942,"09092021 01:05:03.795",62.9942,-166.9941,,,,"",,,,,,,25,25,3,0,""
135,202101,169,"42","Bongo/FastCat","Codend","09132021 16:09:17.643",64.0006,-166.9997,"",,,,,,"",,,,,,,32,32,11,0,""
135,202101,123,"30","CanTrawl","Codend","09092021 01:27:19.169",63.0013,-166.9719,"09092021 01:57:44.915",63.0079,-166.8963,,16.91,,"",,,16.91,51.39,,330,30,30,50,0,""
135,202101,57,"13","CanTrawl","Codend","09032021 17:11:37.625",61.0093,-170.0152,"09032021 17:42:10.687",61.0161,-170.0825,,21.4,,"",,,21.4,49.7,,330,46,46,50,0,""
135,202101,171,"42","CanTrawl","Codend","09132021 16:51:41.146",64.0045,-166.9441,"09132021 17:22:07.064",64.0046,-166.8734,,23.2,,"",,,23.2,47.75,,330,32,32,50,0,""
135,202101,126,"31","3m Beam Trawl","Codend","09092021 16:15:58.629",62.9941,-165.9997,"09092021 16:21:03.422",62.9921,-166.0012,,,,"",,,,,,,21,21,3,0,""
135,202101,22,"6","CTD","Codend","09012021 00:58:13.138",60.5003,-169.9988,"",,,,,,"",,,,,,,,,51,0,""
135,202101,135,"33","CanTrawl","Codend","09102021 01:11:17.375",63.5038,-167.0196,"09102021 01:41:43.121",63.5035,-167.0916,,19.93,,"",,,19.93,52.28,,330,27,27,50,0,""
135,202101,182,"45","3m Beam Trawl","Codend","09142021 16:15:03.405",64.1008,-163.4943,"09142021 16:20:08.869",64.101,-163.4905,,,,"",,,,,,,23,23,3,0,""
135,202101,88,"22","Bongo/FastCat","Codend","09062021 16:13:08.131",61.9961,-168.9971,"",,,,,,"",,,,,,,37,37,11,0,""
135,202101,145,"36","Bongo/FastCat","Codend","09112021 01:57:01.773",64.4986,-168.9974,"",,,,,,"",,,,,,,41,41,11,0,""
135,202101,112,"28","CTD","Codend","09082021 16:06:45.380",62.5024,-168.0009,"",,,,,,"",,,,,,,,,51,0,""
135,202101,55,"13","Benthic Grab","Codend","09032021 16:36:41.360",60.994,-169.9848,"",,,,,,"",,,,,,,47,47,56,-5,"weather too rough to get a good sample"
135,202101,59,"14","Bongo/FastCat","Codend","09032021 21:09:49.920",60.9996,-171.0126,"",,,,,,"",,,,,,,55,55,11,0,""
135,202101,60,"14","CanTrawl","Codend","09032021 21:28:43.589",61.0155,-171.0359,"09032021 21:59:09.366",61.0451,-171.0772,,20.55,,"",,,20.55,49.45,,330,55,55,50,0,""
135,202101,48,"11","CanTrawl","Codend","09022021 20:58:00.684",61.007,-168.0525,"09022021 21:28:26.461",61.005,-168.1297,,17.9,,"",,,17.9,49,,330,29,29,50,0,""
135,202101,93,"23","3m Beam Trawl","Codend","09062021 20:59:14.416",61.9931,-169.9992,"09062021 21:04:19.115",61.9916,-170.0002,,,,"",,,,,,,44,44,3,0,""
135,202101,73,"18","Bongo/FastCat","Codend","09052021 00:42:50.669",61.5012,-168.0032,"",,,,,,"",,,,,,,28,28,11,0,""
135,202101,156,"39","CTD","Codend","09122021 16:03:22.163",64.4988,-167.0027,"",,,,,,"",,,,,,,,,51,0,""
135,202101,71,"17","CanTrawl","Codend","09042021 20:56:03.925",61.5028,-168.9718,"09042021 21:26:29.715",61.5017,-168.906,,20.38,,"",,,20.38,49.63,,330,36,36,50,0,""
135,202101,191,"48","3m Beam Trawl","Codend","09152021 04:11:36.800",63.801,-164.4947,"09152021 04:16:31.984",63.802,-164.4912,,,,"",,,,,,,16,16,3,0,""
135,202101,111,"27","CanTrawl","Codend","09082021 01:11:12.862",62.5002,-168.9767,"09082021 01:36:33.986",62.507,-168.9182,,21.05,,"09082021 01:05:01.394",62.4988,-168.9952,21.05,46.14,,330,31,31,50,0,"Haul back early due to net collapsing."
135,202101,144,"36","CTD","Codend","09112021 01:47:56.753",64.5,-169.0005,"",,,,,,"",,,,,,,,,51,0,""
135,202101,14,"4","CTD","Codend","08312021 16:06:54.113",60.0003,-171.0021,"",,,,,,"",,,,,,,,,51,0,""
135,202101,62,"15","3m Beam Trawl","Codend","09042021 01:56:00.785",61.508,-171.0174,"09042021 02:01:05.406",61.5092,-171.0194,,,,"",,,,,,,50,50,3,0,""
135,202101,143,"35","CanTrawl","Codend","09102021 22:05:21.937",64.0112,-168.991,"09102021 22:35:47.699",64.0435,-168.9612,,18.31,,"",,,18.31,42.72,,330,34,34,50,0,""
135,202101,173,"43","Bongo/FastCat","Codend","09132021 20:20:59.470",64.0021,-165.9999,"",,,,,,"",,,,,,,21,21,11,0,""
135,202101,58,"14","CTD","Codend","09032021 20:50:34.316",60.9997,-171.0066,"",,,,,,"",,,,,,,,,51,0,""
135,202101,101,"25","Bongo/FastCat","Codend","09072021 16:13:47.942",62.4989,-171.0041,"",,,,,,"",,,,,,,44,44,11,0,""
135,202101,154,"38","3m Beam Trawl","Codend","09112021 21:14:57.143",65.0036,-167.5103,"09112021 21:20:01.951",65.005,-167.5141,,,,"",,,,,,,26,26,3,0,""
135,202101,184,"45","CanTrawl","Codend","09142021 16:58:33.776",64.1063,-163.4488,"09142021 17:28:58.153",64.1124,-163.3834,,21.41,,"",,,21.41,50.69,,330,23,23,50,0,""
135,202101,110,"27","3m Beam Trawl","Codend","09082021 00:40:54.474",62.4945,-168.9958,"09082021 00:45:59.797",62.4927,-168.9958,,,,"",,,,,,,31,31,3,0,""
135,202101,166,"41","3m Beam Trawl","Codend","09132021 00:52:01.947",63.9964,-167.9898,"09132021 00:57:06.599",63.9949,-167.9865,,,,"",,,,,,,36,36,3,0,""
135,202101,96,"24","CTD","Codend","09072021 01:06:50.526",61.9998,-171.0016,"",,,,,,"",,,,,,,,,51,0,""
135,202101,69,"17","CTD","Codend","09042021 20:26:56.815",61.5004,-168.9987,"",,,,,,"",,,,,,,,,51,0,""
135,202101,2,"1","Bongo/FastCat","Codend","08202017 16:20:35.093",60.0004,-168.0052,"",,,,,,"",,,,,,,21,21,11,0,""
135,202101,13,"3","CanTrawl","Codend","08212017 01:47:14.418",59.9972,-170.0025,"08212017 02:17:41.286",59.9983,-170.0645,,21.36,,"",,,21.36,50.88,,330,55,55,50,0,""
135,202101,78,"19","3m Beam Trawl","Codend","09052021 16:24:16.619",61.4945,-167.0029,"09052021 16:29:21.381",61.4921,-167.0037,,,,"",,,,,,,21,21,3,0,""
135,202101,192,"49","CTD","Codend","09152021 16:00:47.947",64.7501,-167.2512,"",,,,,,"",,,,,,,,,51,0,""
135,202101,158,"39","3m Beam Trawl","Codend","09122021 16:19:31.845",64.5006,-166.9935,"09122021 16:24:36.606",64.5011,-166.9897,,,,"",,,,,,,27,27,3,0,""
135,202101,4,"2","CTD","Codend","08202017 20:15:42.489",60.0014,-169.0017,"",,,,,,"",,,,,,,,,51,0,""
135,202101,42,"10","Benthic Grab","Codend","09022021 16:30:55.870",61.0046,-167.0004,"",,,,,,"",,,,,,,22,22,56,0,""
135,202101,10,"3","Bongo/FastCat","Codend","08212017 00:42:09.137",60.0007,-169.9898,"",,,,,,"",,,,,,,55,55,11,0,""
135,202101,92,"23","Bongo/FastCat","Codend","09062021 20:48:02.756",61.9974,-169.997,"",,,,,,"",,,,,,,44,44,11,0,""
135,202101,100,"25","CTD","Codend","09072021 16:03:37.746",62.4987,-171.005,"",,,,,,"",,,,,,,,,51,0,""
135,202101,89,"22","3m Beam Trawl","Codend","09062021 16:22:39.046",61.992,-168.9953,"09062021 16:27:43.806",61.99,-168.9945,,,,"",,,,,,,37,37,3,0,""
135,202101,68,"16","CanTrawl","Codend","09042021 16:58:02.027",61.506,-169.9733,"09042021 17:28:47.574",61.5073,-169.9024,,20.67,,"",,,20.67,49.12,,330,45,45,50,0,""
135,202101,50,"12","Benthic Grab","Codend","09032021 00:28:20.400",61.0011,-168.9999,"",,,,,,"",,,,,,,37,37,56,0,""
135,202101,105,"26","Bongo/FastCat","Codend","09072021 20:32:53.190",62.4981,-169.99,"",,,,,,"",,,,,,,36,36,11,0,""
